;Banque;Catégorie;Date;Numéro d'opération;Libellé;Crédit;Détail
691;CEAPC;;2024-10-24;2410202420241024-09.35.16.227577 -;VIR SEPA HENNER GMC;27.87;432174863/432174686 REMBOURSEMEN T DES FRAIS MEDICAUX   
692;CEAPC;;2024-10-24;2410202420241024-09.35.10.057520 -;VIR SEPA CETIP CETIP;74.1;TP-20241024-ISANTE -172032443-0000476776-6396-   
699;CEAPC;;2024-10-24;2410202420241024-08.39.07.855664 -;CB PHARMAMERIQUES    231024;145.79;CB PHARMAMERIQUES    231024 CONTRAT 8413786     REM 166343   
700;CEAPC;;2024-10-24;2410202420241024-08.39.07.843858 -;CB PHARMAMERIQUES    231024;445.62;CB PHARMAMERIQUES    231024 CONTRAT 8413786     REM 161094   
701;CEAPC;;2024-10-24;2410202420241024-08.39.07.832144 -;CB PHARMAMERIQUES    231024;54.59;CB PHARMAMERIQUES    231024 CONTRAT 8413785     REM 163127   
702;CEAPC;;2024-10-24;2410202420241024-08.39.07.821159 -;CB PHARMAMERIQUES    231024;18.9;CB PHARMAMERIQUES    231024 CONTRAT 8413785     REM 150375   
703;CEAPC;;2024-10-24;2410202420241024-05.51.18.243462 -;VIR SEPA ACTIL SAS;17.59;ACT:4247217/172032443-211024    
704;CEAPC;;2024-10-24;2410202420241024-03.05.51.358365 -;VIR SEPA CPAM CAEN;98.18;0000001720324432961021241023    
705;CEAPC;;2024-10-24;2410202420241024-03.05.50.775034 -;VIR SEPA C.P.A.M. BORDEAUX;37.43;0000001720324432960702241023    
706;CEAPC;;2024-10-24;2410202420241024-03.05.46.825143 -;VIR SEPA C.P.A.M. SAINT LO;27.28;0000001720324432962111241023    
707;CEAPC;;2024-10-24;2410202420241024-03.05.45.358191 -;VIR SEPA CPAM MAINE-ET-LOIRE;12.93;0000001720324432963720241023    
708;CEAPC;;2024-10-24;2410202420241024-03.05.44.129940 -;VIR SEPA C.P.A.M. LE MANS;3.43;0000001720324432966920241023    
709;CEAPC;;2024-10-24;2410202420241024-03.05.43.076063 -;VIR SEPA CPAM LOIRE-ATL;127.51;0000001720324432961099241023    
710;CEAPC;;2024-10-24;2410202420241024-03.05.35.253530 -;VIR SEPA CPAM LA ROCHE S/YON VV;31.17;0000001720324432967140241023    
711;CEAPC;;2024-10-24;2410202420241024-03.05.29.441035 -;VIR SEPA ALMERYS;328.02;TP-20241023-ALMERYS TP -172032443-0098532001-6396-   
712;CEAPC;;2024-10-24;2410202420241024-03.05.28.023616 -;VIR SEPA HARMONIE MUTUELLE;46.88;TP-20241022-HARMONIE MUTUELLE -172032443-609143-4287-   
713;CEAPC;;2024-10-24;2410202420241024-03.05.27.937078 -;VIR SEPA C.P.A.M. DE L HERAULT;5.2;0000001720324432962340241023    
714;CEAPC;;2024-10-24;2410202420241024-03.05.26.274400 -;VIR SEPA HARMONIE MUTUELLE;8.69;TP-20241022-HARMONIE MUTUELLE -172032443-609143-4287-   
715;CEAPC;;2024-10-24;2410202420241024-03.05.18.744329 -;VIR SEPA DDFIP DU VAR;13.51;0000001720324432922106241021    
716;CEAPC;;2024-10-24;2410202420241024-03.05.18.452327 -;VIR SEPA MUTUELLE 403;14.41;PREST M403  TIERS 172032443    
717;CEAPC;;2024-10-24;2410202420241024-03.05.15.281333 -;VIR SEPA CPAM DU JURA;3.43;0000001720324432963150241023    
718;CEAPC;;2024-10-24;2410202420241024-03.05.14.549335 -;VIR SEPA CPAM HAUTS DE SEINE SE;15.23;0000001720324432969201241023    
719;CEAPC;;2024-10-24;2410202420241024-03.05.13.431886 -;VIR SEPA CPAM 75 PRESTATIONS;9.97;0000001720324432962201241023    
720;CEAPC;;2024-10-24;2410202420241024-03.05.12.465416 -;VIR SEPA CPAM 93;33.96;0000001720324432961113241023    
721;CEAPC;;2024-10-24;2410202420241024-03.05.11.950492 -;VIR SEPA CGSS DECAISSEMENT VIRE;13.46;0000001720324432927032241021    
722;CEAPC;;2024-10-24;2410202420241024-03.05.11.775409 -;VIR SEPA CPAM DU VAL D OISE;10.4;0000001720324432968500241023    
723;CEAPC;;2024-10-24;2410202420241024-03.05.10.460042 -;VIR SEPA CARTE BLANCHE TP;13.36;TP-20241023-CARTE BLANCHE -172032443-0098532203-6396-   
724;CEAPC;;2024-10-24;2410202420241024-03.04.56.118606 -;VIR SEPA MUTUELLE NATIONALE PER;7.0;LOT.757.221024172032443......... ................................ ................................ ................................ ............
727;CEAPC;;2024-10-23;2310202420241023-16.19.40.203602 -;VIR SEPA HM SAFRAN;4.16;HM SAFRAN    
728;CEAPC;;2024-10-23;2310202420241023-16.19.35.424672 -;VIR SEPA VIAMEDIS;60.03;TP-20241017-VIREMENT 6567737 -172032443-0075990010-6396-   
729;CEAPC;;2024-10-23;2310202420241023-13.12.44.166484 -;VIR SEPA MUTUELLE GENERALE EDUC;2.25;OW016P470224016OWRQ70231643DM20 OW18/10/24-2035/2035   
730;CEAPC;;2024-10-23;2310202420241023-13.12.39.741857 -;VIR SEPA MUTUELLE GENERALE EDUC;7.68;OW974P470224974OWRQ70254114KJ24 OW18/10/24-2417/2419   
731;CEAPC;;2024-10-23;2310202420241023-13.12.37.762063 -;VIR SEPA MUTUELLE GENERALE EDUC;14.25;TP-20241018-974OWNP70255630 -172 032443-0091007974-6396-   
732;CEAPC;;2024-10-23;2310202420241023-13.12.35.885022 -;VIR SEPA MSA DES CHARENTES;8.63;2024102000000017203244 02171000    
733;CEAPC;;2024-10-23;2310202420241023-13.12.35.773173 -;VIR SEPA MUTUELLE GENERALE EDUC;7.45;OW017P470224017OWRQ70233855GV27 OW18/10/24-2753/2753   
734;CEAPC;;2024-10-23;2310202420241023-13.12.33.854760 -;VIR SEPA MUTUELLE GENERALE EDUC;43.85;TP-20241018-017OWNP70234767 -172 032443-0091007171-6396-   
735;CEAPC;;2024-10-23;2310202420241023-13.12.30.106443 -;VIR SEPA MUTUELLE GENERALE EDUC;11.29;TP-20241018-024OWNP70243754 -172 032443-0091007241-6396-   
736;CEAPC;;2024-10-23;2310202420241023-10.45.52.700220 -;VIR SEPA C.P.A.M. ORLEANS;139.97;0000001720324432956031241022    
737;CEAPC;;2024-10-23;2310202420241023-10.45.49.426846 -;VIR SEPA C.P.A.M. TOURS;18.49;0000001720324432952011241022    
738;CEAPC;;2024-10-23;2310202420241023-10.45.46.331452 -;VIR SEPA C.P.A.M. DE LA ROCHELL;6206.29;0000001720324432958122241022    
739;CEAPC;;2024-10-23;2310202420241023-10.45.42.542671 -;VIR SEPA C.P.A.M. D ANGOULEME;56.53;0000001720324432951622241022    
740;CEAPC;;2024-10-23;2310202420241023-10.45.33.726558 -;VIR SEPA CPAM DE LILLE-DOUAI CF;3.89;0000001720324432955621241022    
741;CEAPC;;2024-10-23;2310202420241023-10.45.31.302433 -;VIR SEPA C.P.A.M. DEUX SEVRES;572.16;0000001720324432951599241022    
742;CEAPC;;2024-10-23;2310202420241023-09.29.17.717343 -;VIR SEPA CETIP CETIP;75.68;TP-20241023-SPSANT -172032443-0000476776-6396-   
743;CEAPC;;2024-10-23;2310202420241023-09.29.13.008768 -;VIR SEPA CETIP CETIP;20.23;TP-20241023-ISANTE -172032443-0000476776-6396-   
744;CEAPC;;2024-10-23;2310202420241023-09.29.09.861012 -;VIR SEPA MUTUELLE GENERALE EDUC;1.86;OW063P470224063OWLQ70249235GZ73 OW18/10/24-7360/7360   
745;CEAPC;;2024-10-23;2310202420241023-09.29.07.067129 -;VIR SEPA MUTUELLE GENERALE EDUC;3.43;TP-20241018-063OWNP70250181 -172 032443-0091007631-6396-   
750;CEAPC;;2024-10-23;2310202420241023-08.43.26.330815 -;CB PHARMAMERIQUES    221024;305.1;CB PHARMAMERIQUES    221024 CONTRAT 8413786     REM 166070   
751;CEAPC;;2024-10-23;2310202420241023-08.43.26.308875 -;CB PHARMAMERIQUES    221024;540.73;CB PHARMAMERIQUES    221024 CONTRAT 8413786     REM 160925   
752;CEAPC;;2024-10-23;2310202420241023-08.43.26.286368 -;CB PHARMAMERIQUES    221024;13.9;CB PHARMAMERIQUES    221024 CONTRAT 8413785     REM 167306   
753;CEAPC;;2024-10-23;2310202420241023-08.43.26.268618 -;CB PHARMAMERIQUES    221024;170.18;CB PHARMAMERIQUES    221024 CONTRAT 8413785     REM 162612   
755;CEAPC;;2024-10-23;2310202420241023-03.06.16.952769 -;VIR SEPA C.P.A.M. D ANGOULEME;14.96;0000001720324432921622241021    
756;CEAPC;;2024-10-23;2310202420241023-03.06.01.737051 -;VIR SEPA CPAM 75 PRESTATIONS;38.92;0000001720324432952201241022    
757;CEAPC;;2024-10-23;2310202420241023-03.06.01.526063 -;VIR SEPA CPAM ILLE ET VILAINE;32.98;0000001720324432957401241022    
758;CEAPC;;2024-10-23;2310202420241023-03.05.57.443308 -;VIR SEPA HARMONIE MUTUELLE;16.77;TP-20241021-HARMONIE MUTUELLE -172032443-609143-4287-   
759;CEAPC;;2024-10-23;2310202420241023-03.05.56.860651 -;VIR SEPA HARMONIE MUTUELLE;8.96;TP-20241021-HARMONIE MUTUELLE -172032443-609143-4287-   
760;CEAPC;;2024-10-23;2310202420241023-03.05.54.286163 -;VIR SEPA MUTUELLE 403;19.45;PREST M403  TIERS 172032443    
761;CEAPC;;2024-10-23;2310202420241023-03.05.52.416984 -;VIR SEPA C.P.A.M. MONTAUBAN;7.48;0000001720324432957371241022    
762;CEAPC;;2024-10-23;2310202420241023-03.05.50.298994 -;VIR SEPA CPAM AVIGNON;76.67;0000001720324432958020241022    
763;CEAPC;;2024-10-23;2310202420241023-03.05.47.359535 -;VIR SEPA C.P.A.M CAHORS;24.24;0000001720324432954222241022    
764;CEAPC;;2024-10-23;2310202420241023-03.05.36.138930 -;VIR SEPA CGSS DISP OPERATIONS C;6.96;0000001720324432911191241018    
765;CEAPC;;2024-10-23;2310202420241023-03.05.35.305518 -;VIR SEPA CAISSE PREVOYANCE ET R;12.47;CP MANDAT 20241017          1720 3244   
766;CEAPC;;2024-10-23;2310202420241023-03.05.30.024011 -;VIR SEPA DDFIP DU VAR;5.92;0000001720324432912106241018    
767;CEAPC;;2024-10-23;2310202420241023-03.05.29.019831 -;VIR SEPA CPAM LOIRE-ATL;21.97;0000001720324432951099241022    
769;CEAPC;;2024-10-22;2210202420241022-16.16.11.213053 -;VIR SEPA VIAMEDIS;85.25;TP-20241016-VIREMENT 6519148 -172032443-0075990010-6396-   
770;CEAPC;;2024-10-22;2210202420241022-13.09.33.063596 -;VIR SEPA MSA DES CHARENTES;76.29;2024101800000017203244 02171000    
771;CEAPC;;2024-10-22;2210202420241022-10.38.52.399387 -;VIR SEPA CPAM AURILLAC;11.22;0000001720324432921520241021    
772;CEAPC;;2024-10-22;2210202420241022-10.38.49.279841 -;VIR SEPA C.P.A.M. TOURS;3.4;0000001720324432922011241021    
773;CEAPC;;2024-10-22;2210202420241022-10.38.48.631295 -;VIR SEPA C.P.A.M. DE LA ROCHELL;1536.18;0000001720324432928122241021    
774;CEAPC;;2024-10-22;2210202420241022-10.38.48.332013 -;VIR SEPA C.P.A.M. CHATEAUROUX;2.78;0000001720324432923041241021    
775;CEAPC;;2024-10-22;2210202420241022-10.38.41.779833 -;VIR SEPA C.P.A.M. DEUX SEVRES;8.63;0000001720324432921599241021    
776;CEAPC;;2024-10-22;2210202420241022-10.38.40.994658 -;VIR SEPA C.P.A.M. ORLEANS;29.57;0000001720324432926031241021    
777;CEAPC;;2024-10-22;2210202420241022-10.38.39.483216 -;VIR SEPA CPAM ANNECY;1.28;0000001720324432924091241021    
778;CEAPC;;2024-10-22;2210202420241022-10.38.35.107907 -;VIR SEPA CETIP CETIP;101.13;TP-20241022-SPSANT -172032443-0000476776-6396-   
779;CEAPC;;2024-10-22;2210202420241022-10.38.29.036453 -;VIR SEPA C.P.A.M. DE POITIERS;4.54;0000001720324432927681241021    
780;CEAPC;;2024-10-22;2210202420241022-09.32.47.019413 -;VIR SEPA MUTUELLE GENERALE EDUC;5.2;TP-20241017-049OWNP70185533 -172 032443-0091007491-6396-   
781;CEAPC;;2024-10-22;2210202420241022-09.32.45.047688 -;VIR SEPA MUTUELLE GENERALE EDUC;29.23;TP-20241017-017OWNP70126885 -172 032443-0091007171-6396-   
782;CEAPC;;2024-10-22;2210202420241022-09.32.41.919696 -;VIR SEPA MUTUELLE GENERALE EDUC;23.67;OW017P470124017OWRQ70126226GV21 OW17/10/24-2166/2179   
783;CEAPC;;2024-10-22;2210202420241022-09.32.28.206257 -;VIR SEPA CETIP CETIP;35.78;TP-20241022-ISANTE -172032443-0000476776-6396-   
784;CEAPC;;2024-10-22;2210202420241022-09.32.23.251089 -;VIR SEPA HENNER GMC;3.51;431803060 REMBOURSEMENT DES FRAI S MEDICAUX   
789;CEAPC;;2024-10-22;2210202420241022-08.41.51.020949 -;CB PHARMAMERIQUES    211024;305.92;CB PHARMAMERIQUES    211024 CONTRAT 8413786     REM 178813   
790;CEAPC;;2024-10-22;2210202420241022-08.41.51.008919 -;CB PHARMAMERIQUES    211024;587.0;CB PHARMAMERIQUES    211024 CONTRAT 8413786     REM 175605   
791;CEAPC;;2024-10-22;2210202420241022-08.41.50.992703 -;CB PHARMAMERIQUES    211024;170.03;CB PHARMAMERIQUES    211024 CONTRAT 8413785     REM 179566   
792;CEAPC;;2024-10-22;2210202420241022-08.41.50.981582 -;CB PHARMAMERIQUES    211024;62.95;CB PHARMAMERIQUES    211024 CONTRAT 8413785     REM 175380   
793;CEAPC;;2024-10-22;2210202420241022-05.40.18.828841 -;VIR SEPA ACTIL SAS;4.36;ACT:4215214/172032443-171024    
794;CEAPC;;2024-10-22;2210202420241022-03.06.22.712216 -;VIR SEPA CPAM 75 PRESTATIONS;4.58;0000001720324432922201241021    
795;CEAPC;;2024-10-22;2210202420241022-03.06.20.039448 -;VIR SEPA CPAM DU VAL D OISE;9.8;0000001720324432928500241021    
796;CEAPC;;2024-10-22;2210202420241022-03.06.17.790798 -;VIR SEPA CAMIEG;85.28;0000001720324432920031241021    
797;CEAPC;;2024-10-22;2210202420241022-03.06.00.777940 -;VIR SEPA CARTE BLANCHE TP;23.65;TP-20241021-CARTE BLANCHE -172032443-0098532203-6396-   
798;CEAPC;;2024-10-22;2210202420241022-03.05.59.454437 -;VIR SEPA ALMERYS;104.64;TP-20241021-ALMERYS TP -172032443-0098532001-6396-   
799;CEAPC;;2024-10-22;2210202420241022-03.05.55.428704 -;VIR SEPA ALMERYS;142.41;TP-20241019-ALMERYS TP -172032443-0098532001-6396-   
800;CEAPC;;2024-10-22;2210202420241022-03.05.45.249314 -;VIR SEPA C.P.A.M. DE BAYONNE;17.32;0000001720324432925811241021    
801;CEAPC;;2024-10-22;2210202420241022-03.05.45.176199 -;VIR SEPA C.P.A.M. LE MANS;11.68;0000001720324432926920241021    
802;CEAPC;;2024-10-22;2210202420241022-03.05.44.230512 -;VIR SEPA C.P.A.M. DE L HERAULT;11.39;0000001720324432922340241021    
803;CEAPC;;2024-10-22;2210202420241022-03.05.44.080413 -;VIR SEPA CPAM LA ROCHE S/YON VV;5.53;0000001720324432927140241021    
804;CEAPC;;2024-10-22;2210202420241022-03.05.41.633770 -;VIR SEPA C.P.A.M. BORDEAUX;3.43;0000001720324432920702241021    
805;CEAPC;;2024-10-22;2210202420241022-03.05.41.136844 -;VIR SEPA DDFIP DU VAR;12.33;0000001720324432902106241017    
806;CEAPC;;2024-10-22;2210202420241022-03.05.26.343241 -;VIR SEPA MUTUELLE 403;1.86;PREST M403  TIERS 172032443    
807;CEAPC;;2024-10-21;2110202420241021-18.16.37.259601 -;VIR SEPA KORELIO PRESTATIONS;4.72;FRAIS MEDICAUX LOT NUMERO:067    
808;CEAPC;;2024-10-21;2110202420241021-16.16.26.210913 -;VIR SEPA MNT SANTE PRESTATION R;8.79;0143043230 Prestations Sante   1 72032443   
809;CEAPC;;2024-10-21;2110202420241021-16.16.11.277847 -;VIR SEPA MSA DES CHARENTES;18.93;2024101700000017203244 02171000    
810;CEAPC;;2024-10-21;2110202420241021-13.11.00.583411 -;VIR SEPA ADEP;4.16;VIR ADEP PREST 7459870 LOT428    
811;CEAPC;;2024-10-21;2110202420241021-13.10.55.000619 -;VIR SEPA MUTUELLE GENERALE EDUC;1.86;OW060P470024060OWLQ70013135FV38 OW16/10/24-3830/3830   
812;CEAPC;;2024-10-21;2110202420241021-13.10.45.795583 -;VIR SEPA MUTUELLE GENERALE EDUC;3.43;TP-20241016-060OWNP70013876 -172 032443-0091007601-6396-   
813;CEAPC;;2024-10-21;2110202420241021-13.10.44.791571 -;VIR SEPA VIAMEDIS;64.31;TP-20241015-VIREMENT 6475612 -172032443-0075990010-6396-   
814;CEAPC;;2024-10-21;2110202420241021-10.45.38.087565 -;VIR SEPA C.P.A.M. D ANGOULEME;38.7;0000001720324432911622241018    
815;CEAPC;;2024-10-21;2110202420241021-10.45.37.336991 -;VIR SEPA C.P.A.M. TOURS;23.58;0000001720324432912011241018    
816;CEAPC;;2024-10-21;2110202420241021-10.45.35.660241 -;VIR SEPA C.P.A.M. DE LA ROCHELL;770.16;0000001720324432918122241018    
817;CEAPC;;2024-10-21;2110202420241021-10.45.35.009905 -;VIR SEPA C.P.A.M. DE POITIERS;14.93;0000001720324432917681241018    
818;CEAPC;;2024-10-21;2110202420241021-10.45.32.913210 -;VIR SEPA C.P.A.M. DEUX SEVRES;7.58;0000001720324432911599241018    
819;CEAPC;;2024-10-21;2110202420241021-10.45.04.846978 -;VIR SEPA CETIP CETIP;166.55;TP-20241021-SPSANT -172032443-0000476776-6396-   
820;CEAPC;;2024-10-21;2110202420241021-09.30.46.096756 -;VIR SEPA HENNER GMC;30.87;431546259 -0075949776-2062-    
821;CEAPC;;2024-10-21;2110202420241021-09.30.39.667135 -;VIR SEPA CETIP CETIP;51.81;TP-20241021-ISANTE -172032443-0000476776-6396-   
822;CEAPC;;2024-10-21;2110202420241021-09.30.35.868189 -;VIR SEPA MUTUELLE GENERALE EDUC;4.36;OW033P470024033OWRQ70057418OU17 OW16/10/24-1725/1725   
823;CEAPC;;2024-10-21;2110202420241021-09.30.35.152216 -;VIR SEPA MUTUELLE GENERALE EDUC;15.33;TP-20241016-079OWNP70066098 -172 032443-0091007791-6396-   
824;CEAPC;;2024-10-21;2110202420241021-09.30.33.311043 -;VIR SEPA MUTUELLE GENERALE EDUC;4.11;TP-20241016-085OWNP70076810 -172 032443-0091007851-6396-   
825;CEAPC;;2024-10-21;2110202420241021-09.30.33.053672 -;VIR SEPA MUTUELLE GENERALE EDUC;3.63;TP-20241016-033OWNP70059291 -172 032443-0091007331-6396-   
826;CEAPC;;2024-10-21;2110202420241021-09.30.30.051842 -;VIR SEPA MUTUELLE GENERALE EDUC;2.22;OW085P470024085OWRQ70076396EE31 OW16/10/24-3112/3112   
827;CEAPC;;2024-10-21;2110202420241021-09.30.29.142313 -;VIR SEPA MUTUELLE GENERALE EDUC;73.17;TP-20241016-017OWNP70028115 -172 032443-0091007171-6396-   
828;CEAPC;;2024-10-21;2110202420241021-09.30.28.288935 -;VIR SEPA MUTUELLE GENERALE EDUC;2.42;OW017P470024017OWRQ70027399GV16 OW16/10/24-1656/1656   
829;CEAPC;;2024-10-21;2110202420241021-09.30.26.491676 -;VIR SEPA MUTUELLE GENERALE EDUC;65.71;TP-20241016-013OWNP70021945 -172 032443-0091007131-6396-   
830;CEAPC;;2024-10-21;2110202420241021-09.30.26.269791 -;VIR SEPA MUTUELLE GENERALE EDUC;7.81;TP-20241016-024OWNP70035631 -172 032443-0091007241-6396-   
831;CEAPC;;2024-10-21;2110202420241021-09.30.26.223659 -;VIR SEPA MUTUELLE GENERALE EDUC;35.39;OW013P470024013OWRQ70019165UK55 OW16/10/24-5507/5507   
832;CEAPC;;2024-10-21;2110202420241021-09.30.25.737511 -;VIR SEPA MUTUELLE GENERALE EDUC;13.59;TP-20241016-087OWNP70079756 -172 032443-0091007871-6396-   
836;CEAPC;;2024-10-21;2110202420241021-08.35.20.460720 -;CB PHARMAMERIQUES    191024;51.2;CB PHARMAMERIQUES    191024 CONTRAT 8413786     REM 151605   
837;CEAPC;;2024-10-21;2110202420241021-08.35.20.449869 -;CB PHARMAMERIQUES    191024;175.69;CB PHARMAMERIQUES    191024 CONTRAT 8413786     REM 142561   
838;CEAPC;;2024-10-21;2110202420241021-08.35.20.438640 -;CB PHARMAMERIQUES    191024;22.6;CB PHARMAMERIQUES    191024 CONTRAT 8413785     REM 144070   
839;CEAPC;;2024-10-21;2110202420241021-05.49.32.487701 -;VIR SEPA ACTIL SAS;38.52;ACT:4199129/172032443-161024    
842;CEAPC;;2024-10-21;2110202420241021-02.30.42.847827 -;VIR SEPA CPAM MAINE-ET-LOIRE;47.01;0000001720324432913720241018    
843;CEAPC;;2024-10-21;2110202420241021-02.30.41.444611 -;VIR SEPA C.P.A.M. BORDEAUX;14.61;0000001720324432910702241018    
844;CEAPC;;2024-10-21;2110202420241021-02.30.05.473246 -;VIR SEPA CPAM 131 MARSEILLE;10.81;0000001720324432910302241018    
845;CEAPC;;2024-10-21;2110202420241021-02.29.40.464280 -;VIR SEPA CPAM HAUTS DE SEINE SE;5.2;0000001720324432919201241018    
846;CEAPC;;2024-10-21;2110202420241021-02.29.40.296934 -;VIR SEPA CPAM DU VAL D OISE;794.05;0000001720324432918500241018    
847;CEAPC;;2024-10-21;2110202420241021-02.29.38.119654 -;VIR SEPA CPAM 94;5.51;0000001720324432911671241018    
848;CEAPC;;2024-10-21;2110202420241021-02.29.37.912306 -;VIR SEPA DDFIP DU VAR;6.6;0000001720324432892106241016    
849;CEAPC;;2024-10-21;2110202420241021-02.29.34.891148 -;VIR SEPA CPAM 75 PRESTATIONS;6.23;0000001720324432912201241018    
850;CEAPC;;2024-10-21;2110202420241021-02.29.34.569889 -;VIR SEPA CRPCEN M;20.62;0000001720324432912111241018    
851;CEAPC;;2024-10-21;2110202420241021-02.29.16.851930 -;VIR SEPA ALMERYS;91.8;TP-20241018-ALMERYS TP -172032443-0098532001-6396-   
852;CEAPC;;2024-10-21;2110202420241021-02.29.16.320397 -;VIR SEPA HARMONIE MUTUELLE;45.02;TP-20241017-HARMONIE MUTUELLE -172032443-609143-4287-   
857;CEAPC;;2024-10-19;1910202420241019-08.38.22.847438 -;CB PHARMAMERIQUES    181024;197.6;CB PHARMAMERIQUES    181024 CONTRAT 8413786     REM 145215   
858;CEAPC;;2024-10-19;1910202420241019-08.38.22.835299 -;CB PHARMAMERIQUES    181024;487.54;CB PHARMAMERIQUES    181024 CONTRAT 8413786     REM 140623   
859;CEAPC;;2024-10-19;1910202420241019-08.38.22.820376 -;CB PHARMAMERIQUES    181024;71.91;CB PHARMAMERIQUES    181024 CONTRAT 8413785     REM 146860   
860;CEAPC;;2024-10-19;1910202420241019-08.38.22.803081 -;CB PHARMAMERIQUES    181024;119.06;CB PHARMAMERIQUES    181024 CONTRAT 8413785     REM 141181   
863;CEAPC;;2024-10-18;1810202420241018-16.15.24.487735 -;VIR SEPA MSA DES CHARENTES;8.56;2024101600000017203244 02171000    
864;CEAPC;;2024-10-18;1810202420241018-13.12.19.929696 -;VIR SEPA PAV PREVOYANCE PRESTAT;6.78;PRESTATIONS PAVILLON-PREV.    
867;CEAPC;;2024-10-18;1810202420241018-10.45.14.731274 -;VIR SEPA C.P.A.M. TROYES;2.95;0000001720324432907030241017    
868;CEAPC;;2024-10-18;1810202420241018-10.45.05.719992 -;VIR SEPA C.P.A.M. DE POITIERS;4.91;0000001720324432907681241017    
869;CEAPC;;2024-10-18;1810202420241018-10.45.04.492743 -;VIR SEPA C.P.A.M. DE LA ROCHELL;3136.76;0000001720324432908122241017    
870;CEAPC;;2024-10-18;1810202420241018-10.44.50.349026 -;VIR SEPA C.P.A.M. BLOIS;4.4;0000001720324432905051241017    
871;CEAPC;;2024-10-18;1810202420241018-10.44.34.417220 -;VIR SEPA CPAM DE L ARTOIS  BFCM;5.24;0000001720324432908059241017    
872;CEAPC;;2024-10-18;1810202420241018-09.37.42.206980 -;VIR SEPA CETIP CETIP;44.77;TP-20241018-SPSANT -172032443-0000476776-6396-   
873;CEAPC;;2024-10-18;1810202420241018-09.37.37.951868 -;VIR SEPA MUTUELLE GENERALE EDUC;49.77;TP-20241015-086OWNP69961776 -172 032443-0091007861-6396-   
874;CEAPC;;2024-10-18;1810202420241018-09.37.34.105436 -;VIR SEPA MUTUELLE GENERALE EDUC;18.77;TP-20241015-079OWNP69950325 -172 032443-0091007791-6396-   
875;CEAPC;;2024-10-18;1810202420241018-09.37.33.700938 -;VIR SEPA MUTUELLE GENERALE EDUC;15.19;OW017P469924017OWRQ69924620GV10 OW15/10/24-1017/1018   
876;CEAPC;;2024-10-18;1810202420241018-09.37.32.747477 -;VIR SEPA MUTUELLE GENERALE EDUC;198.79;TP-20241015-017OWNP69925187 -172 032443-0091007171-6396-   
877;CEAPC;;2024-10-18;1810202420241018-09.37.32.377008 -;VIR SEPA MUTUELLE GENERALE EDUC;2.56;OW036P469924036OWRQ69961440CT50 OW15/10/24-5037/5037   
878;CEAPC;;2024-10-18;1810202420241018-09.37.31.901527 -;VIR SEPA MUTUELLE GENERALE EDUC;8.85;OW079P469924079OWRQ69950062DJ40 OW15/10/24-4047/4049   
882;CEAPC;;2024-10-18;1810202420241018-08.41.40.377219 -;CB PHARMAMERIQUES    171024;596.0;CB PHARMAMERIQUES    171024 CONTRAT 8413786     REM 139591   
883;CEAPC;;2024-10-18;1810202420241018-08.41.40.363351 -;CB PHARMAMERIQUES    171024;516.74;CB PHARMAMERIQUES    171024 CONTRAT 8413786     REM 136562   
884;CEAPC;;2024-10-18;1810202420241018-08.41.40.343792 -;CB PHARMAMERIQUES    171024;10.9;CB PHARMAMERIQUES    171024 CONTRAT 8413785     REM 138088   
885;CEAPC;;2024-10-18;1810202420241018-03.07.35.585852 -;VIR SEPA CPAM DES YVELINES;89.2;0000001720324432907132241017    
886;CEAPC;;2024-10-18;1810202420241018-03.07.34.462680 -;VIR SEPA CPAM DU VAL D OISE;17.77;0000001720324432908500241017    
